44.2814,-68.6543
41.461,-82.9974
41.461,-82.9974
41.461,-82.9974
43.038533,-93.418116
43.038533,-93.418116
43.038533,-93.418116
43.726399,-89.207103
41.43445,-82.962238
43.5497141,-88.655938
41.43445,-82.962238
41.461,-82.9974
41.461,-82.9974
43.038533,-93.418116
43.361525,-91.223378
45.794683,-92.681968
45.794683,-92.681968
43.5497,-88.6559
43.5497,-88.6559
43.72828,-89.26342
36.722,-90.1136
39.8492,-86.0242
43.038533,-93.418116
43.038533,-93.418116
41.6257,-83.2137
41.461,-82.9974
40.3,-90.061
38.6189,-89.3534
41.4345,-82.9622
42.0167,-90.1235
44.146,-87.5654
43.5497,-88.6559
40.0711474,-87.7144679
33.224855,-90.983825
33.224855,-90.983825
33.224855,-90.983825
33.224855,-90.983825
33.224855,-90.983825
40.0711,-87.7145
43.5497141,-88.655938
43.5497141,-88.655938
43.5497141,-88.655938
39.21825,-74.96042
39.10889,-74.89444
39.10889,-74.89444
39.10889,-74.89444
39.10889,-74.89444
39.1875,-74.95056
39.11833,-74.89105
39.11833,-74.89105
39.11833,-74.89105
39.11833,-74.89105
39.11833,-74.89105
39.11833,-74.89105
39.0181,-74.9473
39.10889,-74.89444
39.10889,-74.89444
39.10889,-74.89444
39.10889,-74.89444
39.00452,-75.00385
39.29447,-75.16457
39.05,-74.928
39.05,-74.928
39.05,-74.928
39.11833,-74.89105
39.11833,-74.89105
39.11833,-74.89105
39.11833,-74.89105
39.11833,-74.89105
39.11833,-74.89105
39.11833,-74.89105
39.11833,-74.89105
39.11833,-74.89105
39.11833,-74.89105
39.11833,-74.89105
39.047,-74.92
39.11833,-74.89105
39.11833,-74.89105
39.11833,-74.89105
39.11833,-74.89105
39.11833,-74.89105
64.93499,-148.81372
64.90542,-148.85421
64.89604,-148.84413
64.93649,-148.80578
64.92657,-148.81829
64.88543,-148.76081
64.90542,-148.85421
64.93649,-148.80578
64.88543,-148.76081
64.85993,-148.82089
64.909,-148.85644
64.91926,-148.80902
64.91893,-148.80943
64.93807,-148.80484
64.93807,-148.80484
64.91893,-148.80943
64.91893,-148.80943
64.93795,-148.80226
64.909,-148.85644
64.92196,-148.7722
64.909,-148.85644
64.93807,-148.80484
64.93807,-148.80484
64.91893,-148.80943
64.95459,-148.78583
64.95459,-148.78583
64.95459,-148.78583
64.91926,-148.80902
64.91926,-148.80902
64.89986,-148.83792
64.93649,-148.80578
64.90542,-148.85421
64.86181,-148.86778
64.90807,-148.86853
64.8986,-148.76184
64.87968,-148.86122
64.89419,-148.72708
64.89838,-148.86886
64.89838,-148.86886
64.90741,-148.88404
64.90741,-148.88404
64.90741,-148.88404
64.90301,-148.83168
64.90508,-148.79539
64.90912,-148.75071
64.90912,-148.75071
64.93499,-148.81372
64.92657,-148.81829
64.92657,-148.81829
64.93499,-148.81372
64.92091,-148.84015
64.92091,-148.84015
64.89986,-148.83792
64.89207,-148.79384
64.90865,-148.80215
64.90481,-148.87319
64.90481,-148.87319
64.90723,-148.83553
64.90723,-148.83553
64.89896,-148.81513
64.92657,-148.81829
64.92657,-148.81829
64.92657,-148.81829
64.92657,-148.81829
64.92657,-148.81829
64.92657,-148.81829
64.92657,-148.81829
64.89604,-148.84413
64.89807,-148.76663
64.89807,-148.76663
64.89986,-148.83792
64.92091,-148.84015
64.89986,-148.83792
64.93795,-148.80226
64.92091,-148.84015
64.92091,-148.84015
64.92657,-148.81829
64.89604,-148.84413
64.93499,-148.81372
64.93499,-148.81372
64.89604,-148.84413
64.98129,-149.6911
64.98129,-149.6911
64.98129,-149.6911
65.00944,-149.54833
64.95459,-148.78583
64.95459,-148.78583
64.95459,-148.78583
64.95459,-148.78583
64.92657,-148.81829
64.93499,-148.81372
64.92657,-148.81829
64.92657,-148.81829
64.92657,-148.81829
64.92657,-148.81829
64.92657,-148.81829
64.98129,-149.6911
64.873,-148.842
64.882917,-146.769703
64.98129,-149.6911
